,Name,Class,Rarity,Slot,Type,PVE Rating,PVP Rating,Link,Image
970,Qullim's Terminus,-,Legendary,Power,MachineGun,4.5,4,https://www.light.gg/db/items/1321506184,https://www.bungie.net/common/destiny2_content/icons/7e045bc7b88d478a54913ddc6bd7f373.jpg
971,Qullim's Terminus (Harrowed),-,Legendary,Power,MachineGun,3.5,4.5,https://www.light.gg/db/items/3248429089,https://www.bungie.net/common/destiny2_content/icons/c449217d255f5b210037d069bde484b2.jpg
972,Recurrent Impact,-,Legendary,Power,MachineGun,4.6,3.1,https://www.light.gg/db/items/1572896086,https://www.bungie.net/common/destiny2_content/icons/2cb031226a4725ecbd25d5b0ce6b68fe.jpg
973,Retrofit Escapade,-,Legendary,Power,MachineGun,4.9,3.4,https://www.light.gg/db/items/3103325054,https://www.bungie.net/common/destiny2_content/icons/77a78edd73b7f6bfcf7d1c9a93a27979.jpg
974,Seventh Seraph SAW,-,Legendary,Power,MachineGun,4.1,3.3,https://www.light.gg/db/items/2582755344,https://www.bungie.net/common/destiny2_content/icons/29093fbaa9a7a03baa3936a359f85113.jpg
975,Shattered Cipher,-,Legendary,Power,MachineGun,4.2,3.4,https://www.light.gg/db/items/2434225986,https://www.bungie.net/common/destiny2_content/icons/0b02591c2ac4adad9e2d43ba95b8374d.jpg
976,Temporal Clause,-,Legendary,Power,MachineGun,2.9,2.3,https://www.light.gg/db/items/3369545945,https://www.bungie.net/common/destiny2_content/icons/6259b7dba1d1c0897da675e58f456ec3.jpg
977,Terminus Horizon,-,Legendary,Power,MachineGun,4.6,2,https://www.light.gg/db/items/487205709,https://www.bungie.net/common/destiny2_content/icons/00cca0594c0db3371104f01ab9c0bbd2.jpg
978,THE SWARM,-,Legendary,Power,MachineGun,3.3,2.6,https://www.light.gg/db/items/2759590322,https://www.bungie.net/common/destiny2_content/icons/1202ae344f410909d4c0239026ea173f.jpg
979,THE SWARM,-,Legendary,Power,MachineGun,3.6,3,https://www.light.gg/db/items/47772649,https://www.bungie.net/common/destiny2_content/icons/a48b473b5fd1bede8fa23d038ec24732.jpg
980,THE SWARM (Adept),-,Legendary,Power,MachineGun,3.6,3.2,https://www.light.gg/db/items/566740455,https://www.bungie.net/common/destiny2_content/icons/982edcfc3eb28e860f2126f076d0b2c7.jpg
981,THE SWARM (Adept),-,Legendary,Power,MachineGun,4.1,3.5,https://www.light.gg/db/items/3836861464,https://www.bungie.net/common/destiny2_content/icons/fcc81f356ee89f4b31f34b6ca3ea9b89.jpg
982,Thermal Erosion,-,Legendary,Power,MachineGun,4.5,3.4,https://www.light.gg/db/items/1766088024,https://www.bungie.net/common/destiny2_content/icons/3225dec7eeff6fac239810b2f4cb193b.jpg
983,Unwavering Duty,-,Legendary,Power,MachineGun,5,3.5,https://www.light.gg/db/items/906840740,https://www.bungie.net/common/destiny2_content/icons/88ba6ad4e77283a76e16c2e89e76c22e.jpg
984,Unwavering Duty,-,Legendary,Power,MachineGun,5,4,https://www.light.gg/db/items/3624844116,https://www.bungie.net/common/destiny2_content/icons/b8e35af8e7cd79be641d0615d1206aad.jpg
985,Unwavering Duty (Adept),-,Legendary,Power,MachineGun,5,4,https://www.light.gg/db/items/2759251821,https://www.bungie.net/common/destiny2_content/icons/d17011699ff0a1ecb04d99554c79858a.jpg
986,Unwavering Duty (Adept),-,Legendary,Power,MachineGun,3.3,0,https://www.light.gg/db/items/3444632029,https://www.bungie.net/common/destiny2_content/icons/77ca06a7ad9d82915676cb0ccf9d7298.jpg
987,Apex Predator,-,Legendary,Power,RocketLauncher,3.9,2.7,https://www.light.gg/db/items/2545083870,https://www.bungie.net/common/destiny2_content/icons/74e3e47ee5478055a662bd4083774119.jpg
988,Apex Predator,-,Legendary,Power,RocketLauncher,5,3.8,https://www.light.gg/db/items/1851777734,https://www.bungie.net/common/destiny2_content/icons/0819f6c7aa9ab0f5b082eee2a24bfb0d.jpg
989,Ascendancy,-,Legendary,Power,RocketLauncher,4,3,https://www.light.gg/db/items/725408022,https://www.bungie.net/common/destiny2_content/icons/d3d80dbad2e6dcea2d7a56dfe27fdc81.jpg
990,Bad Omens,-,Legendary,Power,RocketLauncher,4.8,4.4,https://www.light.gg/db/items/991314988,https://www.bungie.net/common/destiny2_content/icons/333efe05470527ba4272fbbcc5127eed.jpg
991,Bellowing Giant,-,Legendary,Power,RocketLauncher,4.8,3.7,https://www.light.gg/db/items/2186258845,https://www.bungie.net/common/destiny2_content/icons/d93a12a1f2250f0869a4173c022bd46d.jpg
992,Blowout,-,Legendary,Power,RocketLauncher,4.2,3.1,https://www.light.gg/db/items/1903182562,https://www.bungie.net/common/destiny2_content/icons/cd1eece169fa017a19ead39bb7cface0.jpg
993,Blue Shift,-,Legendary,Power,RocketLauncher,1,5,https://www.light.gg/db/items/417474226,https://www.bungie.net/common/destiny2_content/icons/2d46fadc70b82ec3209ee872b8468f1f.jpg
994,BrayTech Osprey,-,Legendary,Power,RocketLauncher,4.8,4.5,https://www.light.gg/db/items/1929278169,https://www.bungie.net/common/destiny2_content/icons/240697b40e021ac5d9e64fbcd4dc5bbc.jpg
995,BrayTech Osprey,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/3667553455,https://www.bungie.net/common/destiny2_content/icons/c69a4ade8774e3ef876530fdf49fc0c4.jpg
996,BrayTech Osprey (Adept),-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/1064132738,https://www.bungie.net/common/destiny2_content/icons/bfbb879639f08e34bafe6d06ae700389.jpg
997,Broadsword Launcher,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/1392429335,https://www.bungie.net/common/destiny2_content/icons/8c0ff1e94c9810cdc31ba01baf302925.jpg
998,Bump in the Night,-,Legendary,Power,RocketLauncher,4.3,2.8,https://www.light.gg/db/items/1959650777,https://www.bungie.net/common/destiny2_content/icons/ccc08251c285bb980b1470e384707ef6.jpg
999,Classical-42,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/2149166938,https://www.bungie.net/common/destiny2_content/icons/23a703146f8dc74d7c464fe906ffd719.jpg
1000,Code Duello,-,Legendary,Power,RocketLauncher,4.9,2.9,https://www.light.gg/db/items/2496242052,https://www.bungie.net/common/destiny2_content/icons/e331c2975fd1cdf02901a48abc111d17.jpg
1001,Cold Comfort,-,Legendary,Power,RocketLauncher,5,0,https://www.light.gg/db/items/839786290,https://www.bungie.net/common/destiny2_content/icons/59fd706fd8c7493275c14e316c5d05e8.jpg
1002,Countess SA/2,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/2149166939,https://www.bungie.net/common/destiny2_content/icons/8b2cee6cccb74dbcfcb8c68b63d23ac7.jpg
1003,Curtain Call,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/137879537,https://www.bungie.net/common/destiny2_content/icons/1c8cae6ccfc8756ed2559b4547f90494.jpg
1004,Heretic,-,Legendary,Power,RocketLauncher,4.7,2.4,https://www.light.gg/db/items/3067821200,https://www.bungie.net/common/destiny2_content/icons/11c64dd593413b7489406f06f90099ad.jpg
1005,Hezen Vengeance,-,Legendary,Power,RocketLauncher,5,3.7,https://www.light.gg/db/items/4050645223,https://www.bungie.net/common/destiny2_content/icons/3b17caa86d9bb7b83a19d809084fa93b.jpg
1006,Hezen Vengeance (Timelost),-,Legendary,Power,RocketLauncher,4.9,3.1,https://www.light.gg/db/items/1921159786,https://www.bungie.net/common/destiny2_content/icons/53cea2eb2d4df9d6db37fd731ea8a288.jpg
1007,Hoosegow,-,Legendary,Power,RocketLauncher,3.7,4.3,https://www.light.gg/db/items/3669616453,https://www.bungie.net/common/destiny2_content/icons/7237fd2c64473782ef3807593aa9bb5e.jpg
1008,Hoosegow,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/417474224,https://www.bungie.net/common/destiny2_content/icons/7237fd2c64473782ef3807593aa9bb5e.jpg
1009,Hoosegow XE5837,-,Legendary,Power,RocketLauncher,4,3,https://www.light.gg/db/items/2817798849,https://www.bungie.net/common/destiny2_content/icons/91bcf1bcf93468f16b169d28b8e6f70b.jpg
1010,Morrigan-D,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/3748713779,https://www.bungie.net/common/destiny2_content/icons/1ef30d1222bf32c5e19ac8787ff527c2.jpg
1011,Mos Epoch III,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/417474225,https://www.bungie.net/common/destiny2_content/icons/f7acdda5ce3413f72d5f1e5ecf897594.jpg
1012,Mos Epoch III,-,Legendary,Power,RocketLauncher,3.7,3.5,https://www.light.gg/db/items/1529450902,https://www.bungie.net/common/destiny2_content/icons/f7acdda5ce3413f72d5f1e5ecf897594.jpg
1013,Palmyra-B,-,Legendary,Power,RocketLauncher,4.9,3.8,https://www.light.gg/db/items/3489657138,https://www.bungie.net/common/destiny2_content/icons/662b94efef128af93649fa71716b7089.jpg
1014,Pentatonic-48,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/3748713778,https://www.bungie.net/common/destiny2_content/icons/58d506bc77b774b4ab568cc67bab9fb1.jpg
1015,Pit Launcher,-,Legendary,Power,RocketLauncher,2,4,https://www.light.gg/db/items/4095462486,https://www.bungie.net/common/destiny2_content/icons/bda03a0e6ea2117f6fbccd844aeb09da.jpg
1016,Pyroclastic Flow,-,Legendary,Power,RocketLauncher,3.9,2.5,https://www.light.gg/db/items/1289324202,https://www.bungie.net/common/destiny2_content/icons/01bf7c0fc6f0897f2d55d5ea006a0f08.jpg
1017,Red Herring,-,Legendary,Power,RocketLauncher,4.3,2.7,https://www.light.gg/db/items/3175851496,https://www.bungie.net/common/destiny2_content/icons/1a1d84564db245c7fdf3f9bd5b75ef15.jpg
1018,Roar of the Bear,-,Legendary,Power,RocketLauncher,4.4,3.3,https://www.light.gg/db/items/4009352833,https://www.bungie.net/common/destiny2_content/icons/30795ec3ca370b04d51bb8aa3fdef68c.jpg
1019,Roar of the Bear,-,Legendary,Power,RocketLauncher,2.7,5,https://www.light.gg/db/items/308332265,https://www.bungie.net/common/destiny2_content/icons/30795ec3ca370b04d51bb8aa3fdef68c.jpg
1020,Roar of the Bear,-,Legendary,Power,RocketLauncher,2.5,3.5,https://www.light.gg/db/items/2231910050,https://www.bungie.net/common/destiny2_content/icons/c31b616e2741798190122dfc0c090822.jpg
1021,Royal Entry,-,Legendary,Power,RocketLauncher,4.9,3.6,https://www.light.gg/db/items/2448907086,https://www.bungie.net/common/destiny2_content/icons/eddd30fa4a1ad359b821b692d2253e65.jpg
1022,Scipio-D,-,Legendary,Power,RocketLauncher,5,1,https://www.light.gg/db/items/2544285846,https://www.bungie.net/common/destiny2_content/icons/2e9a99c6c7ef17e4c93044cb99af3f25.jpg
1023,Shining Sphere,-,Legendary,Power,RocketLauncher,5,5,https://www.light.gg/db/items/432716552,https://www.bungie.net/common/destiny2_content/icons/429dc77e08df8912a5e0e7826882f1f3.jpg
1024,Shining Sphere,-,Legendary,Power,RocketLauncher,4.2,3.6,https://www.light.gg/db/items/136525518,https://www.bungie.net/common/destiny2_content/icons/429dc77e08df8912a5e0e7826882f1f3.jpg
1025,Sins of the Past,-,Legendary,Power,RocketLauncher,4,5,https://www.light.gg/db/items/3691881271,https://www.bungie.net/common/destiny2_content/icons/204880460456462deacaa14ecc23ff04.jpg
1026,Sleepless,-,Legendary,Power,RocketLauncher,4.5,3.8,https://www.light.gg/db/items/3740842661,https://www.bungie.net/common/destiny2_content/icons/6dd05a5ffa684e38a372122732c5985c.jpg
1027,Subzero Salvo,-,Legendary,Power,RocketLauncher,4.8,3.6,https://www.light.gg/db/items/42351395,https://www.bungie.net/common/destiny2_content/icons/5cbd74e29cbe92f31cad9ed2b6e053d3.jpg
1028,The Button,-,Legendary,Power,RocketLauncher,1.7,3.7,https://www.light.gg/db/items/4041111172,https://www.bungie.net/common/destiny2_content/icons/730bb68c53748d0671ca5ecc8df5c107.jpg
1029,The Hothead,-,Legendary,Power,RocketLauncher,4.5,3.2,https://www.light.gg/db/items/4255171531,https://www.bungie.net/common/destiny2_content/icons/db22afe58ea054de47b2fbb7ff6dae53.jpg
1030,The Hothead (Adept),-,Legendary,Power,RocketLauncher,4.7,2.9,https://www.light.gg/db/items/1866778462,https://www.bungie.net/common/destiny2_content/icons/f6d001b14d24ce3d97df05cec0bf7acb.jpg
1031,Tiebreaker,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/2792181427,https://www.bungie.net/common/destiny2_content/icons/bbe709454ef8ed6358e26810cfaae0c1.jpg
1032,Tomorrow's Answer,-,Legendary,Power,RocketLauncher,4.5,3.5,https://www.light.gg/db/items/958384347,https://www.bungie.net/common/destiny2_content/icons/eb4d2fb7a6ab84848dd149a1a9e6e229.jpg
1033,Tomorrow's Answer (Adept),-,Legendary,Power,RocketLauncher,4.3,3,https://www.light.gg/db/items/1366917989,https://www.bungie.net/common/destiny2_content/icons/582828a7eba1316526fa60d3ff75cd7d.jpg
1034,Zenobia-D,-,Legendary,Power,RocketLauncher,0,0,https://www.light.gg/db/items/1411084669,https://www.bungie.net/common/destiny2_content/icons/4a86672dd6f74e56ad1c23786cb59dbc.jpg
1035,Zenobia-D,-,Legendary,Power,RocketLauncher,4.3,3.2,https://www.light.gg/db/items/3776129137,https://www.bungie.net/common/destiny2_content/icons/a730f35e71e1980daeb9cf0441606510.jpg
1036,Abide the Return,-,Legendary,Power,Sword,2.9,1.7,https://www.light.gg/db/items/1644160541,https://www.bungie.net/common/destiny2_content/icons/a181acd0a1aaa082980cfed6ee2805fe.jpg
1037,Bequest,-,Legendary,Power,Sword,4.1,2.7,https://www.light.gg/db/items/3366545721,https://www.bungie.net/common/destiny2_content/icons/c51dd26c9db21b789afa7d24d96e39fa.jpg
1038,Caretaker,-,Legendary,Power,Sword,3.3,2.3,https://www.light.gg/db/items/2508948099,https://www.bungie.net/common/destiny2_content/icons/f9c60a520c9e360620a4059023428305.jpg
1039,Complex Solution,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/287042893,https://www.bungie.net/common/destiny2_content/icons/6428b32300cdc31155a46f22d22115ae.jpg
1040,Double-Edged Answer,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/3551104348,https://www.bungie.net/common/destiny2_content/icons/f6b7aac639ae6c0cb3337b5d746f7e95.jpg
1041,Falling Guillotine,-,Legendary,Power,Sword,4.9,3.7,https://www.light.gg/db/items/614426548,https://www.bungie.net/common/destiny2_content/icons/84d0e560209551999cdde82172dfc619.jpg
1042,Future Safe 10,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/1490571337,https://www.bungie.net/common/destiny2_content/icons/773b40d0f5bb8875441447d6bdab8339.jpg
1043,Hagakure,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/276918162,https://www.bungie.net/common/destiny2_content/icons/96c4a8504e750e1e340777f92d3d6445.jpg
1044,Half-Truths,-,Legendary,Power,Sword,4.4,3.7,https://www.light.gg/db/items/3257091166,https://www.bungie.net/common/destiny2_content/icons/e82059f93fa6f32f3fc5024d562df6d5.jpg
1045,Hero of Ages,-,Legendary,Power,Sword,4.8,2.5,https://www.light.gg/db/items/2139640995,https://www.bungie.net/common/destiny2_content/icons/ed519f6031aedd209acd61bbd52bb9b9.jpg
1046,Honor's Edge,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/2276266837,https://www.bungie.net/common/destiny2_content/icons/16c176622dfa89b9e79c068dedf4d53c.jpg
1047,Honor's Edge,-,Legendary,Power,Sword,3.5,1.7,https://www.light.gg/db/items/2857348871,https://www.bungie.net/common/destiny2_content/icons/16c176622dfa89b9e79c068dedf4d53c.jpg
1048,It Stared Back,-,Legendary,Power,Sword,4,3,https://www.light.gg/db/items/1018072983,https://www.bungie.net/common/destiny2_content/icons/85c18238b2b5c92ca49c79beee19accd.jpg
1049,Just in Case,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/1139727256,https://www.bungie.net/common/destiny2_content/icons/760f7b8c9dd92a11104edc72a692bc78.jpg
1050,Just in Case,-,Legendary,Power,Sword,5,3,https://www.light.gg/db/items/715338174,https://www.bungie.net/common/destiny2_content/icons/8d91b6e88ce639b4ca2ce2ad69425b09.jpg
1051,Nasreddin,-,Legendary,Power,Sword,4,1,https://www.light.gg/db/items/1456017061,https://www.bungie.net/common/destiny2_content/icons/1e22d8b97c25ff8fc361a3666cfb90da.jpg
1052,Negative Space,-,Legendary,Power,Sword,1,1,https://www.light.gg/db/items/287042892,https://www.bungie.net/common/destiny2_content/icons/b2b250cc421cd561373f89947fac7464.jpg
1053,Negative Space,-,Legendary,Power,Sword,3,1.4,https://www.light.gg/db/items/3629968765,https://www.bungie.net/common/destiny2_content/icons/b2b250cc421cd561373f89947fac7464.jpg
1054,Night Terror,-,Legendary,Power,Sword,4,0,https://www.light.gg/db/items/3870811754,https://www.bungie.net/common/destiny2_content/icons/82752643e54291368409d8feca32de79.jpg
1055,Razor's Edge,-,Legendary,Power,Sword,4.4,1.7,https://www.light.gg/db/items/1796949035,https://www.bungie.net/common/destiny2_content/icons/f0125aa314059eff92457d080657dddc.jpg
1056,Sola's Scar,-,Legendary,Power,Sword,4.7,3.6,https://www.light.gg/db/items/1313528549,https://www.bungie.net/common/destiny2_content/icons/26b0dbc8c1bb6eace0cbbaa6467c2771.jpg
1057,Sola's Scar (Adept),-,Legendary,Power,Sword,4.2,4.2,https://www.light.gg/db/items/3847137620,https://www.bungie.net/common/destiny2_content/icons/f0e6df518b9839dbadf6f417abab0582.jpg
1058,Steel Sybil Z-14,-,Legendary,Power,Sword,4.2,1.2,https://www.light.gg/db/items/4230993599,https://www.bungie.net/common/destiny2_content/icons/f33692242b0791440d8f66e543962c28.jpg
1059,Steel Sybil Z-14,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/4174481098,https://www.bungie.net/common/destiny2_content/icons/f33692242b0791440d8f66e543962c28.jpg
1060,Stryker's Sure-Hand,-,Legendary,Power,Sword,5,3.4,https://www.light.gg/db/items/3704653637,https://www.bungie.net/common/destiny2_content/icons/ad2fbd772a197f6e8ce123cd2c6cb755.jpg
1061,Temptation's Hook,-,Legendary,Power,Sword,3.9,3.2,https://www.light.gg/db/items/35794111,https://www.bungie.net/common/destiny2_content/icons/98230117d6f5b26b013956e8c47fe606.jpg
1062,The Other Half,-,Legendary,Power,Sword,4.9,4.1,https://www.light.gg/db/items/3257091167,https://www.bungie.net/common/destiny2_content/icons/f730bec7be3701d9ccc902dfacc4fbd4.jpg
1063,Thin Precipice,-,Legendary,Power,Sword,5,0,https://www.light.gg/db/items/4066778670,https://www.bungie.net/common/destiny2_content/icons/0ebe44c9fc083babaaecadc87d0dff47.jpg
1064,Traitor's Fate,-,Legendary,Power,Sword,4,3.7,https://www.light.gg/db/items/2683682446,https://www.bungie.net/common/destiny2_content/icons/c7b3dd4a7ef2d04fd7404084c1def0a1.jpg
1065,Unspoken Promise,-,Legendary,Power,Sword,0,0,https://www.light.gg/db/items/287042894,https://www.bungie.net/common/destiny2_content/icons/b3e47e346a6b8b182e49116c632f123a.jpg
1066,Zephyr,-,Legendary,Power,Sword,5,3,https://www.light.gg/db/items/4203034886,https://www.bungie.net/common/destiny2_content/icons/083bc649a7f8f0a2caf1c44bafbc5ebb.jpg
1067,Zephyr,-,Legendary,Power,Sword,3.8,2.7,https://www.light.gg/db/items/396910433,https://www.bungie.net/common/destiny2_content/icons/d6f8a081e6152c873f7cda889f8c792a.jpg
1068,Zephyr,-,Legendary,Power,Sword,4.9,3.2,https://www.light.gg/db/items/3400256755,https://www.bungie.net/common/destiny2_content/icons/083bc649a7f8f0a2caf1c44bafbc5ebb.jpg
1069,Cuboid ARu,-,Rare,Kinetic,AutoRifle,3.7,3,https://www.light.gg/db/items/2351747816,https://www.bungie.net/common/destiny2_content/icons/08ccc9f2905f3ce8db43f39d95edf233.jpg
1070,Cuboid ARu,-,Rare,Kinetic,AutoRifle,3,4,https://www.light.gg/db/items/2860172149,https://www.bungie.net/common/destiny2_content/icons/08ccc9f2905f3ce8db43f39d95edf233.jpg
1071,Lionheart,-,Rare,Kinetic,AutoRifle,3.5,3.7,https://www.light.gg/db/items/2903592984,https://www.bungie.net/common/destiny2_content/icons/1048d6ce9fb083a5a3e6cb120cdb1175.jpg
1072,Rebuke AX-GL,-,Rare,Kinetic,AutoRifle,0,0,https://www.light.gg/db/items/2903592986,https://www.bungie.net/common/destiny2_content/icons/6222347e45729ba9c746b8c3b1e5a435.jpg
1073,Ros Lysis II,-,Rare,Kinetic,AutoRifle,2.6,3.6,https://www.light.gg/db/items/2351747819,https://www.bungie.net/common/destiny2_content/icons/3cac8aa57ecfd3fa52d1f6baa5f1e895.jpg
1074,Ros Lysis II,-,Rare,Kinetic,AutoRifle,2.7,4.5,https://www.light.gg/db/items/2860172150,https://www.bungie.net/common/destiny2_content/icons/3cac8aa57ecfd3fa52d1f6baa5f1e895.jpg
1075,Holless-IV,-,Rare,Kinetic,CombatBow,4.6,3.8,https://www.light.gg/db/items/3651075426,https://www.bungie.net/common/destiny2_content/icons/99fc6b0c7d125eba2735701ce20eed15.jpg
1076,Azimuth DSu,-,Rare,Kinetic,HandCannon,4.2,4.8,https://www.light.gg/db/items/2591586261,https://www.bungie.net/common/destiny2_content/icons/ec1c03e1608c599785e9d9427361a7aa.jpg
1077,Azimuth DSu,-,Rare,Kinetic,HandCannon,1,5,https://www.light.gg/db/items/653875714,https://www.bungie.net/common/destiny2_content/icons/ec1c03e1608c599785e9d9427361a7aa.jpg
1078,Ballyhoo Mk.27,-,Rare,Kinetic,HandCannon,5,4.8,https://www.light.gg/db/items/2591586263,https://www.bungie.net/common/destiny2_content/icons/265b9d6005f5e03f81e9690e9f689b6f.jpg
1079,Ballyhoo Mk.27,-,Rare,Kinetic,HandCannon,5,5,https://www.light.gg/db/items/653875712,https://www.bungie.net/common/destiny2_content/icons/265b9d6005f5e03f81e9690e9f689b6f.jpg
1080,Guseva-C,-,Rare,Kinetic,HandCannon,1,2,https://www.light.gg/db/items/1595336070,https://www.bungie.net/common/destiny2_content/icons/b8056fcb946543b89942117179ab494d.jpg
1081,Bayesian MSu,-,Rare,Kinetic,PulseRifle,4.5,4,https://www.light.gg/db/items/1678957656,https://www.bungie.net/common/destiny2_content/icons/239539a99590646fd77b5f1e865230e8.jpg
1082,Bayesian MSu,-,Rare,Kinetic,PulseRifle,1,1,https://www.light.gg/db/items/1669771783,https://www.bungie.net/common/destiny2_content/icons/239539a99590646fd77b5f1e865230e8.jpg
1083,Nanty Narker,-,Rare,Kinetic,PulseRifle,3.3,4.7,https://www.light.gg/db/items/3627718345,https://www.bungie.net/common/destiny2_content/icons/b9d2b2dd54053c2ccb29c7095366e94b.jpg
1084,Psi Cirrus II,-,Rare,Kinetic,PulseRifle,5,5,https://www.light.gg/db/items/1678957657,https://www.bungie.net/common/destiny2_content/icons/93ce39b1eacfee4315d6657d40466fc9.jpg
1085,Psi Cirrus II,-,Rare,Kinetic,PulseRifle,1,3,https://www.light.gg/db/items/1669771782,https://www.bungie.net/common/destiny2_content/icons/93ce39b1eacfee4315d6657d40466fc9.jpg
1086,Armillary PSu,-,Rare,Kinetic,ScoutRifle,5,5,https://www.light.gg/db/items/3906357379,https://www.bungie.net/common/destiny2_content/icons/187f852cc835dc68a8da8198752e7d26.jpg
1087,Armillary PSu,-,Rare,Kinetic,ScoutRifle,3,3,https://www.light.gg/db/items/1650626964,https://www.bungie.net/common/destiny2_content/icons/187f852cc835dc68a8da8198752e7d26.jpg
1088,Trax Dynia,-,Rare,Kinetic,ScoutRifle,1.7,3.3,https://www.light.gg/db/items/2842493171,https://www.bungie.net/common/destiny2_content/icons/cdaeb835143480dc5e6d004711e0d7c9.jpg
1089,Trax Lysis II,-,Rare,Kinetic,ScoutRifle,0,4,https://www.light.gg/db/items/3906357377,https://www.bungie.net/common/destiny2_content/icons/b0fc2fc5a9d664ec336b7ff620002335.jpg
1090,Trax Lysis II,-,Rare,Kinetic,ScoutRifle,1,1,https://www.light.gg/db/items/1650626966,https://www.bungie.net/common/destiny2_content/icons/b0fc2fc5a9d664ec336b7ff620002335.jpg
1091,Badlands Mk.24,-,Rare,Kinetic,Shotgun,5,4,https://www.light.gg/db/items/1457394911,https://www.bungie.net/common/destiny2_content/icons/bd7e2bfeb1bf597d270b390a7b11a9ee.jpg
1092,Botheration Mk.28,-,Rare,Kinetic,Shotgun,5,5,https://www.light.gg/db/items/1457394910,https://www.bungie.net/common/destiny2_content/icons/eb1ff8acea28090555661d1b808eaa10.jpg
1093,Roderic-C,-,Rare,Kinetic,Sidearm,3.5,4.5,https://www.light.gg/db/items/3809805230,https://www.bungie.net/common/destiny2_content/icons/ec8b8bc623a543ffa8442c322f325570.jpg
1094,Roderic-C,-,Rare,Kinetic,Sidearm,3.8,3.8,https://www.light.gg/db/items/711899773,https://www.bungie.net/common/destiny2_content/icons/ec8b8bc623a543ffa8442c322f325570.jpg
1095,Aachen-LR2,-,Rare,Kinetic,SniperRifle,1.8,4.9,https://www.light.gg/db/items/4157959958,https://www.bungie.net/common/destiny2_content/icons/4a7fb700617ae36e8f7e1e53f7000151.jpg
1096,Philippis-B,-,Rare,Kinetic,SubmachineGun,5,5,https://www.light.gg/db/items/3383958218,https://www.bungie.net/common/destiny2_content/icons/5a5fb921b5252ee0213ac5aaca098df1.jpg
1097,Philippis-B,-,Rare,Kinetic,SubmachineGun,2,4,https://www.light.gg/db/items/1281822857,https://www.bungie.net/common/destiny2_content/icons/5a5fb921b5252ee0213ac5aaca098df1.jpg
1098,Protostar CSu,-,Rare,Kinetic,SubmachineGun,2.5,4,https://www.light.gg/db/items/3383958219,https://www.bungie.net/common/destiny2_content/icons/a5c064f499040c216df5a76ca66d12e1.jpg
1099,Protostar CSu,-,Rare,Kinetic,SubmachineGun,1,3,https://www.light.gg/db/items/1281822856,https://www.bungie.net/common/destiny2_content/icons/a5c064f499040c216df5a76ca66d12e1.jpg
1100,Sondok-C,-,Rare,Kinetic,SubmachineGun,2.2,3.8,https://www.light.gg/db/items/1195725817,https://www.bungie.net/common/destiny2_content/icons/8a8aa3a983076adda660cb5a841889b5.jpg
1101,Refrain-23,-,Rare,Energy,AutoRifle,4.3,4.3,https://www.light.gg/db/items/2351747817,https://www.bungie.net/common/destiny2_content/icons/9e54807971256514a450410c2f5fafe3.jpg
1102,Refrain-23,-,Rare,Energy,AutoRifle,4,4,https://www.light.gg/db/items/2860172148,https://www.bungie.net/common/destiny2_content/icons/9e54807971256514a450410c2f5fafe3.jpg
1103,Sand Wasp-3au,-,Rare,Energy,AutoRifle,4,4.3,https://www.light.gg/db/items/2351747818,https://www.bungie.net/common/destiny2_content/icons/40dbadcf2e7dae3d38699dbbbfbe2573.jpg
1104,Sand Wasp-3au,-,Rare,Energy,AutoRifle,2,5,https://www.light.gg/db/items/2860172151,https://www.bungie.net/common/destiny2_content/icons/40dbadcf2e7dae3d38699dbbbfbe2573.jpg
1105,Yellowjacket-3au,-,Rare,Energy,AutoRifle,2,4,https://www.light.gg/db/items/2903592987,https://www.bungie.net/common/destiny2_content/icons/76caba6f90761a87174f036b0cadb4d2.jpg
1106,Nox Cordis II,-,Rare,Energy,FusionRifle,4,3,https://www.light.gg/db/items/3662200189,https://www.bungie.net/common/destiny2_content/icons/bfc5819dfdb8e6509b619ddf55d120c8.jpg
1107,Nox Cordis II,-,Rare,Energy,FusionRifle,4.5,3.5,https://www.light.gg/db/items/3441197112,https://www.bungie.net/common/destiny2_content/icons/bfc5819dfdb8e6509b619ddf55d120c8.jpg
